gene	subtype	type
1690_tnpA_AE014299.2	tnpA	transposase
1717_tnpA_AE014299.2	tnpA	transposase
1737_IS91_MKFJ01000016.1	IS91	insertion_element_IS91
1813_int2_HE577054.1	int2	integrase
2174_tnpA_AE014299.2	tnpA	transposase
2230_tnpA_AF548142.1	tnpA	transposase
2266_tnpA_LFUT01000004.1	tnpA	transposase
404_tnpA_LT599583.1	tnpA	transposase
490_IS91_CP013251.1	IS91	insertion_element_IS91
756_tnpA_AE014299.2	tnpA	transposase
718_tnpA_KF680002.1	tnpA	transposase
1194_tnpA_AM286690.1	tnpA	transposase
1352_tnpA_AE014299.2	tnpA	transposase
1914_IS91_MNUL01000105.1	IS91	insertion_element_IS91
2759_tnpA_ISSod4_AE014300.1	tnpA	transposase
298_tnpA_AE014299.2	tnpA	transposase
317_tnpA_KR259132.1	tnpA	transposase
318_tnpA_AE014299.2	tnpA	transposase
1007_IS91_CP017105.1	IS91	insertion_element_IS91
1398_IS91_MKEM01000335.1	IS91	insertion_element_IS91
2384_IS91_MOJE01000055.1	IS91	insertion_element_IS91
2418_IS91_MOJA01000111.1	IS91	insertion_element_IS91
1664_tnpA_1_AE017042.1	tnpA	transposase
793_tnpA_AE014299.2	tnpA	transposase
1848_IS91_LN554852.1	IS91	insertion_element_IS91
1731_IS91_CP003740.1	IS91	insertion_element_IS91
2361_int2_CP010905.2	int2	integrase
2618_IS91_CP017105.1	IS91	insertion_element_IS91
2674_IS91_CP018682.2	IS91	insertion_element_IS91
1099_IS91_MNXT01000334.1	IS91	insertion_element_IS91
1365_tnpA_AJ001828.1	tnpA	transposase
2673_IS91_MNDF01000012.1	IS91	insertion_element_IS91
1029_IS91_AB702969.1	IS91	insertion_element_IS91
1035_IS91_FJ914220.1	IS91	insertion_element_IS91
1392_IS91_LRLV01000105.1	IS91	insertion_element_IS91
1611_IS91_MIXE01000079.1	IS91	insertion_element_IS91
1659_IS91_LRLN01000181.1	IS91	insertion_element_IS91
1809_IS91_CP017269.1	IS91	insertion_element_IS91
1944_IS91_AP014804.1	IS91	insertion_element_IS91
2069_IS91_CP017269.1	IS91	insertion_element_IS91
2113_IS91_MOIY01000074.1	IS91	insertion_element_IS91
2155_IS91_MKQI01000024.1	IS91	insertion_element_IS91
2327_IS91_AE014073.1	IS91	insertion_element_IS91
274_IS91_MSKD01000035.1	IS91	insertion_element_IS91
276_IS91_CXCY01000114.1	IS91	insertion_element_IS91
293_IS91_GQ259888.1	IS91	insertion_element_IS91
316_IS91_LGMC01000103.1	IS91	insertion_element_IS91
416_IS91_MOLD01000168.1	IS91	insertion_element_IS91
436_IS91_AOGM01000145.1	IS91	insertion_element_IS91
461_IS91_CXDF01000209.1	IS91	insertion_element_IS91
512_IS91_CP000913.1	IS91	insertion_element_IS91
570_IS91_LRKX01000162.1	IS91	insertion_element_IS91
582_IS91_CP002186.1	IS91	insertion_element_IS91
644_IS91_CP003742.1	IS91	insertion_element_IS91
707_IS91_MSKG01000382.1	IS91	insertion_element_IS91
810_tnpA_KM390023.1	tnpA	transposase
1021_tnpA_3_KU665642.1	tnpA	transposase
1554_IS91_LT670843.1	IS91	insertion_element_IS91
85_rep19_4_repA(pUB101)_NC005127	rep19	plasmid
411_tnpA_AM409516.1	tnpA	transposase
118_rep22_2_repU(pKKS825)_FN377602.2	rep22	plasmid
1627_tnpA_CP009170.1	tnpA	transposase
2769_tnpA_CP000354.2	tnpA	transposase
663_IS91_LGMS01000185.1	IS91	insertion_element_IS91
1233_tnpA_JN208880.1	tnpA	transposase
1414_IS91_CP002383.1	IS91	insertion_element_IS91
1724_IS91_LRKE01000216.1	IS91	insertion_element_IS91
486_IS91_CP001252.1	IS91	insertion_element_IS91
814_IS91_CP002383.1	IS91	insertion_element_IS91
1113_tnpA1_HE577054.1	tnpA1	transposase
126_repUS4__repA(pCI2000)_AF178424	repUS4	plasmid
2223_tnpA_CR942285.1	tnpA	transposase
2473_tnpA_KM083808.1	tnpA	transposase
2756_tnpA_KX810026.1	tnpA	transposase
354_IS91_LGMW01000121.1	IS91	insertion_element_IS91
516_IS91_LGMT01000156.1	IS91	insertion_element_IS91
678_IS91_CP018775.1	IS91	insertion_element_IS91
1210_IS91_MNXU01000079.1	IS91	insertion_element_IS91
1284_IS91_MSDV01000044.1	IS91	insertion_element_IS91
2553_tnpA_KC964606.1	tnpA	transposase
2599_IS91_LN554848.1	IS91	insertion_element_IS91
1055_int3_FR824043.1	int3	integrase
1258_tnpA_AF087482.1	tnpA	transposase
302_tnpA_FN568063.1	tnpA	transposase
397_tnpA_FN568063.1	tnpA	transposase
417_IS91_MNPA01000063.1	IS91	insertion_element_IS91
631_tnpA_CMVG01000038.1	tnpA	transposase
913_tnpA_AY305378.1	tnpA	transposase
2547_tnpA_HF953351.1	tnpA	transposase
1001_tnpA_FP236842.1	tnpA	transposase
1757_int2_HE858529.1	int2	integrase
396_IS91_LGMC01000131.1	IS91	insertion_element_IS91
884_tnpA_CP002124.1	tnpA	transposase
1367_tnpA_AE014299.2	tnpA	transposase
2520_IS91_CP000753.1	IS91	insertion_element_IS91
493_tnpA_ISSod1_AE014300.1	tnpA	transposase
576_ISRgn1_AF320327	ISRgn1	ISRgn1
1794_int3_FN597644.1	int3	integrase
2138_IS91_MNRD01000143.1	IS91	insertion_element_IS91
2401_int3_CP002634.1	int3	integrase
650_tnpA3B3-ISLL6_AY849557.2	tnpA3B3-ISLL6	transposase
2005_tnpA_ISSod17_AE014300.1	tnpA	transposase
1328_tnpA_KR230047.1	tnpA	transposase
1755_IS91_CP017269.1	IS91	insertion_element_IS91
1897_IS91_MNRK01000014.1	IS91	insertion_element_IS91
2476_IS91_MNRD01000033.1	IS91	insertion_element_IS91
1441_IS91_CP002432.1	IS91	insertion_element_IS91
2655_IS91_CP019240.1	IS91	insertion_element_IS91
725_istA2_AM261760.1	istA2	istA2
1723_IS91_MNRD01000033.1	IS91	insertion_element_IS91
2298_int3_CP002206.1	int3	integrase
2323_IS91_CP003879.1	IS91	insertion_element_IS91
2403_int3_CP003857.1	int3	integrase
1769_tnpA_AP010805.1	tnpA	transposase
1807_int3_CP003840.1	int3	integrase
2404_int2_CP001830.1	int2	integrase
2795_tniA_AGTD01000004.1	tniA	tniA
497_int2_AP012335.1	int2	integrase
740_IS91_CP017770.1	IS91	insertion_element_IS91
586_tnpA2B2-ISLL6_AY849557.2	tnpA2B2-ISLL6	transposase
469_IS91_LGMC01000232.1	IS91	insertion_element_IS91
757_tnpA_CDAN01000773.1	tnpA	transposase
592_tnpA1B1-ISLL6_AY849557.2	tnpA1B1-ISLL6	transposase
138_repUS16__repF(pE194)_M17811.1	repUS16	plasmid
921_tnpAB_EU402605.1	tnpAB	transposase
604_IS91_CP001052.1	IS91	insertion_element_IS91
658_IS91_CP002738.1	IS91	insertion_element_IS91
1249_IS91_CP003879.1	IS91	insertion_element_IS91
1254_IS91_CP003989.2	IS91	insertion_element_IS91
2133_IS91_CP003989.2	IS91	insertion_element_IS91
754_tnpA_U93591.1	tnpA	transposase
922_tnpA_KP987215.1	tnpA	transposase
1740_IS91_CP019240.1	IS91	insertion_element_IS91
2075_tnpA_KJ746495.1	tnpA	transposase
2210_tnpA_X91246.1	tnpA	transposase
1452_tnpA_DQ147773.1	tnpA	transposase
1417_IS91_JGVI01000044.1	IS91	insertion_element_IS91
621_tnpA_3_AE017042.1	tnpA	transposase
1299_IS91_LN554852.1	IS91	insertion_element_IS91
1593_IS91_AAXY01000025.1	IS91	insertion_element_IS91
1689_tnpA_AE014299.2	tnpA	transposase
2063_IS91_LN554852.1	IS91	insertion_element_IS91
2530_tnpA_AOCI01000035.1	tnpA	transposase
2615_IS91_CP013251.1	IS91	insertion_element_IS91
2705_tnpA_KU254577.1	tnpA	transposase
2020_tnpA_FN806773.1	tnpA	transposase
2170_tnpA_CP003891.1	tnpA	transposase
2320_IS91_ABCQ01000008.1	IS91	insertion_element_IS91
536_tnpA_GU371926.1	tnpA	transposase
597_tnpA_AE014299.2	tnpA	transposase
1065_IS91_LGMS01000178.1	IS91	insertion_element_IS91
1888_IS91_AB616660.2	IS91	insertion_element_IS91
1963_tnpA_CELV01000211.1	tnpA	transposase
470_IS91_MOIA01000080.1	IS91	insertion_element_IS91
806_tnpA_FN806773.1	tnpA	transposase
1698_IS91_LRLP01000027.1	IS91	insertion_element_IS91
2108_IS91_CP002017.1	IS91	insertion_element_IS91
2311_IS91_CP002017.1	IS91	insertion_element_IS91
1375_tnpA_ADMU01000041.1	tnpA	transposase
1407_IS91_AESD01000951.1	IS91	insertion_element_IS91
1434_tnpA5_CP001894.1	tnpA5	transposase
937_tnpA_U93590.1	tnpA	transposase
1225_tnpA_CALH01000114.1	tnpA	transposase
1862_tnpA_CP001879.1	tnpA	transposase
1891_IS91_CP003742.1	IS91	insertion_element_IS91
1051_tnpA_AKTZ01000001.1	tnpA	transposase
1257_tnpA_CP002039.1	tnpA	transposase
1875_istA5_LK391695.1	istA5	istA5
2391_IS91_CP018031.1	IS91	insertion_element_IS91
2719_tnpA_AB035483.1	tnpA	transposase
2482_IS91_LGMW01000116.1	IS91	insertion_element_IS91
1106_tnpA_AF100324.1	tnpA	transposase
1393_tnpA_FR733648.1	tnpA	transposase
864_IS91_CU928147.1	IS91	insertion_element_IS91
904_tnpA_CP000353.2	tnpA	transposase
2629_IS91_MLFK01000009.1	IS91	insertion_element_IS91
1384_IS91_MOKM01000293.1	IS91	insertion_element_IS91
2106_IS91_MOKM01000200.1	IS91	insertion_element_IS91
617_IS91_MJVB01000036.1	IS91	insertion_element_IS91
429_tnpA_AF026542.1	tnpA	transposase
940_tnpA_AF086815.2	tnpA	transposase
1788_int2_X90708.2	int2	integrase
1857_IS91_CP003742.1	IS91	insertion_element_IS91
1383_IS91_MIWB01000054.1	IS91	insertion_element_IS91
1010_tnpA_AJ233397.3	tnpA	transposase
2464_tnpA_KC710195.1	tnpA	transposase
270_IS91_MOFF01000153.1	IS91	insertion_element_IS91
1078_int3_CP013672.1	int3	integrase
1577_IS91_MKEK01000001.1	IS91	insertion_element_IS91
2244_tnpA_KX243412.1	tnpA	transposase
1049_tnpA_HF565366.1	tnpA	transposase
1187_IS91_CXMY01000316.1	IS91	insertion_element_IS91
2356_tnpA_JQ319423.1	tnpA	transposase
2389_tnpA_FKRR01000002.1	tnpA	transposase
2689_tnpA_KX470419.1	tnpA	transposase
292_tnpA_FKRS01000031.1	tnpA	transposase
394_tnpA_KT862781.1	tnpA	transposase
527_tnpA_CDAB01000007.1	tnpA	transposase
805_tnpA_FMRQ01000002.1	tnpA	transposase
923_tnpA_FMOA01000003.1	tnpA	transposase
2123_IS91_MQUF01000021.1	IS91	insertion_element_IS91
1012_IS91_CP018684.2	IS91	insertion_element_IS91
1815_int3_CP009612.1	int3	integrase
2255_tnpA1_HE572590.1	tnpA1	transposase
2656_IS91_HG983279.1	IS91	insertion_element_IS91
2765_tnpA2_HE572590.1	tnpA2	transposase
1193_tnpA_JX424614.1	tnpA	transposase
2658_IS91_KX957971.1	IS91	insertion_element_IS91
449_tnpA_CDAD01000027.1	tnpA	transposase
1817_tnpA_AE014299.2	tnpA	transposase
1536_tnpA_EF151283.1	tnpA	transposase
412_tnpA_FN806773.1	tnpA	transposase
702_tnpA_DQ517526.1	tnpA	transposase
2789_tnpA5_HG916853.1	tnpA5	transposase
2363_tnpA1_AJ245436.1	tnpA1	transposase
1850_ISRj1_X02581	ISRj1	ISRj1
371_tnpA_JF729197.1	tnpA	transposase
1039_int2_LN907827.1	int2	integrase
1381_IS91_APLF01000054.1	IS91	insertion_element_IS91
268_tnpA_KM396300.1	tnpA	transposase
801_tniA_KF040452.1	tniA	tniA
1076_int2_CP003889.1	int2	integrase
1726_tnpA_JN695267.1	tnpA	transposase
739_tnpA_FQ482074.1	tnpA	transposase
783_IS91_MSJV01000504.1	IS91	insertion_element_IS91
2293_IS91_CP018091.1	IS91	insertion_element_IS91
622_tnpA_EU886978.1	tnpA	transposase
1243_IS91_LN554846.1	IS91	insertion_element_IS91
1743_IS91_CR378668.1	IS91	insertion_element_IS91
1008_tnpA_CP002881.1	tnpA	transposase
1053_IS91_MOXO01000337.1	IS91	insertion_element_IS91
105_rep21_3_pS0385-3_AM990995.1	rep21	plasmid
1229_tnpA_AY545598.5	tnpA	transposase
1438_IS91_MQRH01000036.1	IS91	insertion_element_IS91
1552_tnpA_CP002881.1	tnpA	transposase
1360_tnpA_LXLL01000017.1	tnpA	transposase
2196_tnpA_FJ859895.1	tnpA	transposase
613_int3_CP008695.1	int3	integrase
2383_IS91_MOXN01000077.1	IS91	insertion_element_IS91
1093_tnpA_LC198842.1	tnpA	transposase
1306_tnpA_AM296017.1	tnpA	transposase
1530_tnpA_KU130294.1	tnpA	transposase
1553_tnpA_EF614235.1	tnpA	transposase
1576_tnpA_DQ914960.2	tnpA	transposase
1964_tnpA_EF408254.1	tnpA	transposase
2463_tnpA_EF439838.1	tnpA	transposase
2480_tnpA_KU254577.1	tnpA	transposase
2608_tnpA_AM749812.1	tnpA	transposase
2692_tnpA_KU130294.1	tnpA	transposase
2699_tnpA_JQ629929.1	tnpA	transposase
763_tnpA_JX275775.1	tnpA	transposase
137_repUS15__ORF(E.faecium287)_NZAAAK010000287	repUS15	plasmid
2416_tnpA_CT573073.1	tnpA	transposase
495_tnpA_ISSod13_AE014300.1	tnpA	transposase
79_rep17_1_CDS29(pRUM)_AF507977	rep17	plasmid
1144_tnpA_AJ564386.1	tnpA	transposase
1800_tnpA_FJ501215.1	tnpA	transposase
1982_tnpA_KP987218.1	tnpA	transposase
2086_tnpA_CDAD01000016.1	tnpA	transposase
2171_tnpA_GQ324956.1	tnpA	transposase
2176_tnpA_FLQY01000007.1	tnpA	transposase
2302_tnpA_CP002881.1	tnpA	transposase
2625_tnpA_AY540995.2	tnpA	transposase
551_tnpA_CP000967.2	tnpA	transposase
958_tnpA_CDAC01000056.1	tnpA	transposase
2713_tnpA_FM897214.1	tnpA	transposase
1629_tnpA_CDAH01000009.1	tnpA	transposase
1668_tnpA_AE014299.2	tnpA	transposase
2240_tnpA_DQ167474.1	tnpA	transposase
2606_tnpA1_AB238971.1	tnpA1	transposase
875_tnpA_AY305378.1	tnpA	transposase
505_tnpA4_AF550679.1	tnpA4	transposase
1239_tnpA_L48985.1	tnpA	transposase
1773_tnpA_JQ796373.1	tnpA	transposase
2038_tnpA_CP005961.1	tnpA	transposase
427_tnpA_JF785549.1	tnpA	transposase
795_tnpA_AE014299.2	tnpA	transposase
1310_tnpA_ISSod21_AE014300.1	tnpA	transposase
1061_tnpA_KT965093.1	tnpA	transposase
1350_tnpA_KC561054.1	tnpA	transposase
1487_istA11_HG916826.1	istA11	istA11
1578_tnpA_CP000646.1	tnpA	transposase
2392_tnpA13_HG916826.1	tnpA13	transposase
2424_tnpA_CP000353.2	tnpA	transposase
2563_tnpA_KU254577.1	tnpA	transposase
311_IS91_LRLK01000111.1	IS91	insertion_element_IS91
1263_tnpA_AE014299.2	tnpA	transposase
860_tnpA_AE014299.2	tnpA	transposase
1123_tnpA_AMUK01000170.1	tnpA	transposase
119_rep23_1_rep(pPR9)_GU237136.1	rep23	plasmid
120_rep23_2_rep(pV030-8)_EU366902.1	rep23	plasmid
1400_tnpA_AY148032.1	tnpA	transposase
1900_tnpA_AY148030.1	tnpA	transposase
2218_["tnpA["]KR822246.1	tnpA	transposase
479_tnpA_AP013357.1	tnpA	transposase
664_tnpA_KC609323.1	tnpA	transposase
968_tnpA_Z17279.1	tnpA	transposase
1840_tnpA_EU219534.1	tnpA	transposase
1916_tnpA_KC170280.1	tnpA	transposase
2336_tnpA_FJ715942.1	tnpA	transposase
1240_tnpA*_JX194160.1	tnpA	transposase
1819_tnpA_CP000353.2	tnpA	transposase
1876_tnpA_AY305378.1	tnpA	transposase
2098_tnpA_FJCC01000059.1	tnpA	transposase
477_tnpA_AM258965.2	tnpA	transposase
638_tnpA_DQ361537.1	tnpA	transposase
800_tnpA3_FR854064.1	tnpA3	transposase
1640_tnpA_AF099014.1	tnpA	transposase
421_tnpA_KU167609.1	tnpA	transposase
44_rep8_1_EP002*(pAM373)_NC002630	tnpA	transposase
1107_tnpA_HE613569.1	tnpA	transposase
460_intI1_AF263519.1	intI1	integrase
542_intI1_DQ647028.2	intI1	integrase
1223_tnpA_DQ973625.1	tnpA	transposase
1650_tnpA_CP000352.1	tnpA	transposase
2162_tnpA_U73041.1	tnpA	transposase
280_tnpA_JF714412.2	tnpA	transposase
46_rep9_1_repA(pAD1)_L01794	rep9	plasmid
49_rep9_4_repA2(pTEF2)_AE016831	rep9	plasmid
992_tnpA_CP000354.2	tnpA	transposase
104_rep21_2_rep(pNVH01)_AJ512814.1	rep21	plasmid
108_rep21_6_rep(pBMSa1)_AY541446.1	rep21	plasmid
323_tnpA_KU682281.1	tnpA	transposase
349_tnpA_JX041889.1	tnpA	transposase
116_rep21_14_rep(pKH21)_EU350088.1	rep21	plasmid
2472_tnpA_JN106170.1	tnpA	transposase
2640_Tn916-orf14_KC414929	Tn916-orf14	Tn916
465_IS91_LRKZ01000069.1	IS91	insertion_element_IS91
47_rep9_2_prgW(pCF10)_AY855841	rep9	plasmid
48_rep9_3_repA(pPD1)_D78016	rep9	plasmid
646_tnpA_KU167609.1	tnpA	transposase
103_rep21_1_rep(pWBG754)_GQ900396.1	rep21	plasmid
2393_tnpA_CP000354.2	tnpA	transposase
109_rep21_7_rep(pWBG760)_GQ900473.1	rep21	plasmid
111_rep21_9_rep(pKH12)_EU168704.2	rep21	plasmid
112_rep21_10_rep(pKH14)_EU164802.1	rep21	plasmid
113_rep21_11_rep(pSA1308)_AB254848.1	rep21	plasmid
114_rep21_12_rep(pKH3)_AF151117.1	rep21	plasmid
135_repUS13__CDS1(pUSA01)_NC007790	repUS13	plasmid
227_pSL483_1__CP001137	pSL483	plasmid
1355_ISUnb4_LPNI01000100	ISUnb4	ISUnb4
1535_Tn916-orf20_KC414929	Tn916-orf20	Tn916
368_tnpA_KT364224.1	tnpA	transposase
94_rep20_3_rep(pTW20)_FN433597.1	rep20	plasmid
121_rep24_1_rep(pWBG745)_GQ900389.1	rep24	plasmid
2260_tniB_FP929140.1	tniB	tniB
1176_tnpA_DQ164214.1	tnpA	transposase
122_rep24_2_rep(pWBG749)_GQ900391.1	rep24	plasmid
17_rep5_2_rep(pN315)_AP003139	rep5	plasmid
45_rep8_2_repA(pEJ97-1)_AJ49170	rep8	plasmid
59_rep11_2_repA(pEF1071)_AF164559	rep11	plasmid
796_tnpA_AF133698.1	tnpA	transposase
83_rep19_2_rep(pSA1379)_NC007931	rep19	plasmid
84_rep19_3_CDS20(pSJH901)_CP000704	rep19	plasmid
86_rep19_5_rep(pWBG747)_GQ900399.1	rep19	plasmid
91_rep19_10_rep(pWBG746)_GQ900390.1	rep19	plasmid
1083_int2_CP002967.1	int2	integrase
1323_tnpA_GQ324957.1	tnpA	transposase
1594_int2_CP006632.1	int2	integrase
1637_tnpA_HM204990.1	tnpA	transposase
1797_tnpA_CBVQ010000068.1	tnpA	transposase
2561_tnpA_KP987215.1	tnpA	transposase
2763_tnpA_GQ919187.1	tnpA	transposase
333_tnpA_KP893385.1	tnpA	transposase
431_IS91_MSKG01000425.1	IS91	insertion_element_IS91
452_tnpA_AF052751.1	tnpA	transposase
571_tnpA_KX710093.1	tnpA	transposase
602_tnpA_AF491307.2	tnpA	transposase
642_tnpA-2_AJ877225.1	tnpA-2	transposase
710_tnpA_AY894752.1	tnpA	transposase
769_tnpA_KX029332.1	tnpA	transposase
866_tnpA_KT818596.1	tnpA	transposase
1151_IS621_NC009800	IS621	IS621
228_pYE854_1__AM905950	pYE854	plasmid
233_pENTAS02_1__CP003028	pENTAS02	plasmid
635_int2_AY509004.1	int2	integrase
329_tnpA_KC344543.1	tnpA	transposase
1565_tnpA_JX442974.1	tnpA	transposase
1860_tnpA1_JN648090.1	tnpA1	transposase
60_rep11_3_rep(pEFR)_AF511037	rep11	plasmid
87_rep19_6_ORF34(EDINA)_AP003089.1	rep19	plasmid
88_rep19_7_repA(SAP019A)_GQ900385.1	rep19	plasmid
89_rep19_8_repA(pWBG759)_GQ900401.1	rep19	plasmid
90_rep19_9_repA(AP071A)_GQ900485.1	rep19	plasmid
1116_tnpA_BBSJ01000031.1	tnpA	transposase
1715_IS91_MJIL01000013.1	IS91	insertion_element_IS91
1915_tnpA_CDAG01000005.1	tnpA	transposase
2648_tnpA_KF682462.1	tnpA	transposase
312_IS91_MSKG01000291.1	IS91	insertion_element_IS91
82_rep19_1_CDS45(pLEW6932)_NC009130	rep19	plasmid
947_tnpA_JX077110.1	tnpA	transposase
1764_tnpA_X97015.1	tnpA	transposase
1090_tnpA_13_KU665641.1	tnpA	transposase
1426_tnpA_KF445086.1	tnpA	transposase
1485_tnpA_KU666846.1	tnpA	transposase
1510_tnpA_KJ933392.1	tnpA	transposase
1644_tnpA_KX029332.1	tnpA	transposase
2374_tnpA_KX029332.1	tnpA	transposase
289_tnpA_KX029332.1	tnpA	transposase
334_IS91_MOIG01000044.1	IS91	insertion_element_IS91
574_tnpA_KT225462.1	tnpA	transposase
627_tnpA_JN983042.1	tnpA	transposase
825_tnpA_U66917.2	tnpA	transposase
830_tnpA_KF537631.1	tnpA	transposase
1933_IS91_MNFW01000015.1	IS91	insertion_element_IS91
1186_tnpA_AJ870469.1	tnpA	transposase
143_repUS21__rep(pWBG764)_GQ900468.1	repUS21	plasmid
350_tnpA_CCYY01000041.1	tnpA	transposase
1686_tnpA_AE014299.2	tnpA	transposase
2056_ISPbu1_AEPD01000037	ISPbu1	ISPbu1
1288_tnpA_DQ174113.1	tnpA	transposase
130_repUS8__ORF1(pOg32)_LOPPOG32	repUS8	plasmid
2760_tnpA_CDAE01000006.1	tnpA	transposase
559_tnpA_BX936398.1	tnpA	transposase
71_rep15_1_repA(pLW043)_AE017171	rep15	plasmid
1931_IS91_AM746676.1	IS91	insertion_element_IS91
2427_tnpA_KJ817377.1	tnpA	transposase
1022_tniA_CCES01000002.1	tniA	tniA
1032_IS292_L29283	IS292	IS292
1181_tnpA11_HG916826.1	tnpA11	transposase
2216_tnpA_KP893385.1	tnpA	transposase
2747_tnpA_Y13383.2	tnpA	transposase
70_rep14_3_ORF(pRI1)_EU327398	rep14	plasmid
106_rep21_4_repRC(pSK41)_AF051917.1	rep21	plasmid
1353_ISPvsp1_CAYW010000122	ISPvsp1	ISPvsp1
1358_ISBaba6_CP012155	ISBaba6	ISBaba6
2068_ISPrmu1_GL945017	ISPrmu1	ISPrmu1
1480_tnpA_AF086815.2	tnpA	transposase
1332_tnpA_AM491042.1	tnpA	transposase
1746_int2_CP000645.1	int2	integrase
1923_tnpA_JN106171.1	tnpA	transposase
2078_tnpA_EF118171.1	tnpA	transposase
2288_tnpA_CDAC01000056.1	tnpA	transposase
2338_tnpA_EF628291.1	tnpA	transposase
2500_tnpA_HE646882.2	tnpA	transposase
100_rep20_9_repA(SAP055A)_GQ900414.1	rep20	plasmid
24_rep7_1_repC(Cassette)_AB037671	rep7	plasmid
26_rep7_3_CDS1(pCW7)_J03323	rep7	plasmid
28_rep7_5_CDS1(pKC5b)_AF378372	rep7	plasmid
31_rep7_8_CDS4(pS194)_NC005564	rep7	plasmid
32_rep7_9_CDS3(pUSA02)_NC007791	rep7	plasmid
33_rep7_10_repC(pKH17)_NC_010284.1	rep7	plasmid
35_rep7_12_rep(SAP060B)_GQ900417.1	rep7	plasmid
41_rep7b_1_repJ(pC223)_NC_005243.1	rep7b	plasmid
58_rep11_1_repA(pB82)_AB178871	rep11	plasmid
95_rep20_4_repA(SAP102A)_GQ900496.1	rep20	plasmid
96_rep20_5_repA(pSK23)_GQ900491.1	rep20	plasmid
97_rep20_6_repA(SAP059A)_GQ900480.1	rep20	plasmid
98_rep20_7_repA(SAP074A)_GQ900426.1	rep20	plasmid
99_rep20_8_repA(SAP063A)_GQ900418.1	rep20	plasmid
36_rep7_13_rep(pSBK203)_U35036.1	rep7	plasmid
2770_tnpA_ISSod24_AE014300.1	tnpA	transposase
362_IS91_CP003742.1	IS91	insertion_element_IS91
2262_tniB_HG938355.1	tniB	tniB
42_rep7b_2_pVGA_NC_011605.1	rep7b	plasmid
1102_ISPvsp2_ALJQ01000002	ISPvsp2	ISPvsp2
1156_ISCrsp1_LGIP01000002	ISCrsp1	ISCR
102_rep20_11_repA(VRSAp)_AP003367	rep20	plasmid
136_repUS14__repA(VRSAp)_AP003367	repUS14	plasmid
145_repUS23__repA(SAP099B)_GQ900449.1	repUS23	plasmid
2070_IS26_LN794248.1	IS26	IS26
2548_tnpA_U75371.3	tnpA	transposase
25_rep7_2_CDS2(pC221)_NC002129	rep7	plasmid
34_rep7_11_repD(pTZ4)_NC010111.1	rep7	plasmid
93_rep20_2_repA(pWBG753)_GQ900395.1	rep20	plasmid
1999_Tn916-orf13_KC414929	Tn916-orf13	Tn916
30_rep7_7_rep(pKH7)_NC002096	rep7	plasmid
43_rep7b_3_SAP089A_GQ900440.1	rep7b	plasmid
712_tnpA_EU850412.1	tnpA	transposase
80_rep18_1_repA(p200B)_AB158402	rep18	plasmid
834_tnpA_AB262966.1	tnpA	transposase
1932_IS91_CELV01000241.1	IS91	insertion_element_IS91
2031_tnpA_JIDO01000087.1	tnpA	transposase
20_rep5_5_rep(pRJ6)_AF241888.2	rep5	plasmid
2438_tniB_CCRH01000002.1	tniB	tniB
2529_tnpA_EU402605.1	tnpA	transposase
1475_tnpA_KR066794.1	tnpA	transposase
107_rep21_5_repRC(pGO1)_FM207042.1	rep21	plasmid
229_pIP32953_1__BX936400	pIP32953	pIP32953
2804_tniA_KM877517.1	tniA	tniA
322_IS91_LRKQ01000180.1	IS91	insertion_element_IS91
1146_tnpA_KP826704.1	tnpA	transposase
1486_tnpA_EF011038.1	tnpA	transposase
1667_tniB_AP014882.1	tniB	tniB
1986_tnpA_AE014299.2	tnpA	transposase
2248_tnpA_KU961660.2	tnpA	transposase
2284_tnpA_KP900016.1	tnpA	transposase
2308_tnpA_CCES01000010.1	tnpA	transposase
2802_tnpA2_HE578058.1	tnpA2	transposase
379_tnpA_KU743384.1	tnpA	transposase
562_tnpA_HE577112.1	tnpA	transposase
608_tnpA_AE014299.2	tnpA	transposase
65_rep13_3_rep(pWBG1773)_EF537646	rep13	plasmid
717_tnpA4_HE578058.1	tnpA4	transposase
750_tnpA_KX276209.1	tnpA	transposase
1586_IS91_LRLH01000146.1	IS91	insertion_element_IS91
473_tniB_U67194.4	tniB	tniB
1103_tniB_CP017646.1	tniB	tniB
131_repUS9__rep(pSK1)_AF203376	repUS9	plasmid
2036_tnpA_AY858559.1	tnpA	transposase
2718_tnpA1_CP003730.1	tnpA1	transposase
500_tniB_GQ406245.5	tniB	tniB
846_tnpA_HF545435.1	tnpA	transposase
1145_tniB_CCRM01000039.1	tniB	tniB
1985_tnpA_AY509004.1	tnpA	transposase
231_pIP31758(p59)_1_p59_CP000718	pIP31758(p59)	plasmid
1308_tnpA_HE971709.1	tnpA	transposase
2025_tniB_CP002194.1	tniB	tniB
2249_tnpA1_HG916853.1	tnpA1	transposase
1681_tnpA_AE014299.2	tnpA	transposase
965_tnpA_JQ364968.1	tnpA	transposase
1018_tniB_AM261760.1	tniB	tniB
1185_tniB_CBTR010000030.1	tniB	tniB
1266_tniB_EU306744.1	tniB	tniB
1271_tniB_CP002152.1	tniB	tniB
1409_tniB_AM993098.1	tniB	tniB
1513_tniB_AB063332.1	tniB	tniB
1694_tnpA_EF577044.1	tnpA	transposase
2239_tniB_AEEU01000268.1	tniB	tniB
230_pIP31758(p153)_1_p153_CP000719	pIP31758(p153)	plasmid
2801_tniB_KU254577.1	tniB	tniB
